latitude,longitude,Codering,Naam,Indicator,elektriciteitsverbruik_huishoudens,gasverbruik_huishoudens,energielabel_woningen,zonnestroom,laadpalen,emissie_CO2,regio,POSTCODE,Cluster,Lon,Lat
51.5731362,5.0314656,BU08555705,Koolhoven Oost,Buurt,"","",1.0836956521739101,"",0,"",Koolhoven Oost,5044,9,5.02640284377369,51.5817969030913
51.5607970799,5.10661010334,WK085512,Armhoef,Wijk,2730,1420,2.2663617886178899,0.26680455015511895,7,1389.2863636363636,Armhoef,5018,10,5.10914091384503,51.5641142662053
51.55422411,5.110580173,WK085513,Jeruzalem,Wijk,2230,790,1.49387931034483,0.53379953379953382,5.0632911392405058,2402.8840909090909,Jeruzalem,5018,10,5.10914091384503,51.5641142662053
51.55818402,5.119193846,WK085530,Moerenburg,Wijk,"","",2.3568181818181801,"",80,145188.74604773731,Moerenburg,5018,10,5.10914091384503,51.5641142662053
51.57345338,5.111224508,WK085545,Ind.terrein Loven,Wijk,3400,1860,2.2862637362637401,0.15714285714285714,12.371134020618557,19326.70303030303,Ind.terrein Loven,5015,10,5.10914091384503,51.5641142662053
51.56699733,5.119363467,WK085546,Bosscheweg,Wijk,"",2160,1.996875,0.54761904761904767,0,5694.7256410256414,Bosscheweg,5015,10,5.10914091384503,51.5641142662053
51.5695289,5.0997688,BU08552903,Ind.terrein Kanaalzone Noord-Oost,Buurt,"","",2.3703124999999998,"",11.111111111111111,"",Ind.terrein Kanaalzone Noord-Oost,5013,10,5.10914091384503,51.5641142662053
51.5695289,5.0997688,BU08552904,Melis Stokestraat,Buurt,2810,1370,2.2090909090909099,0.11979166666666667,12.5,"",Melis Stokestraat,5013,10,5.10914091384503,51.5641142662053
51.5695289,5.0997688,BU08552905,Ind.terrein Kanaalzone Oost,Buurt,2840,2070,2.2637931034482799,"",36.363636363636367,"",Ind.terrein Kanaalzone Oost,5013,10,5.10914091384503,51.5641142662053
51.5695289,5.0997688,BU08552906,Ind.terrein Kanaalzone Zuid,Buurt,"","",2.3692307692307701,"",0,"",Ind.terrein Kanaalzone Zuid,5013,10,5.10914091384503,51.5641142662053
51.5695289,5.0997688,BU08552907,Kanaalzone Bosscheweg,Buurt,2740,1160,1.7944444444444401,"",0,"",Kanaalzone Bosscheweg,5013,10,5.10914091384503,51.5641142662053
51.5651254,5.0949038,BU08552501,Sint Pieterspark,Buurt,2350,990,1.46322001888574,0.12270531400966184,8.6021505376344081,"",Sint Pieterspark,5014,10,5.10914091384503,51.5641142662053
51.5651254,5.0949038,BU08552502,Hoefstraat Noord,Buurt,3060,1250,1.8686400000000001,9.1317365269461076E-2,1.8867924528301885,"",Hoefstraat Noord,5014,10,5.10914091384503,51.5641142662053
51.5651254,5.0949038,BU08552503,Padua,Buurt,2050,1090,2.0157183499288802,0.10972222222222222,1.8181818181818181,"",Padua,5014,10,5.10914091384503,51.5641142662053
51.5651254,5.0949038,BU08552504,Hoefstraat Zuid,Buurt,2770,1650,2.14172008547009,0.2226950354609929,2.6143790849673203,"",Hoefstraat Zuid,5014,10,5.10914091384503,51.5641142662053
51.5651254,5.0949038,BU08552601,Besterd,Buurt,2560,1010,2.1305115712545701,0.12665862484921592,6.7796610169491531,"",Besterd,5014,10,5.10914091384503,51.5641142662053
51.5651254,5.0949038,BU08552602,Rosmolen,Buurt,2220,1590,2.1462616822429901,0.17391304347826086,28.571428571428569,"",Rosmolen,5014,10,5.10914091384503,51.5641142662053
51.5651254,5.0949038,BU08552603,Loven Noord,Buurt,2250,1140,2.0061488673139198,4.716981132075472E-2,0,"",Loven Noord,5014,10,5.10914091384503,51.5641142662053
51.5651254,5.0949038,BU08552604,Loven Zuid,Buurt,2840,1200,2.0279386712095402,4.0139616055846421E-2,0,"",Loven Zuid,5014,10,5.10914091384503,51.5641142662053
51.5651254,5.0949038,BU08552605,Loven Oost,Buurt,2900,1570,2.1124999999999998,7.6285240464344942E-2,10.638297872340425,"",Loven Oost,5014,10,5.10914091384503,51.5641142662053
51.569517,5.1151924,BU08554501,Ind.terrein Loven Noord,Buurt,"","",1.53076923076923,"",10,"",Ind.terrein Loven Noord,5015,10,5.10914091384503,51.5641142662053
51.569517,5.1151924,BU08554502,Ind.terrein Loven Zuid,Buurt,3410,1910,2.3443786982248498,"",14.035087719298247,"",Ind.terrein Loven Zuid,5015,10,5.10914091384503,51.5641142662053
51.569517,5.1151924,BU08554601,Bosscheweg,Buurt,"",2160,1.996875,0.54761904761904767,0,"",Bosscheweg,5015,10,5.10914091384503,51.5641142662053
51.558772,5.1197113,BU08551201,Armhoef Noord-West,Buurt,2880,1480,2.5354237288135599,0.14465408805031446,12.903225806451614,"",Armhoef Noord-West,5018,10,5.10914091384503,51.5641142662053
51.558772,5.1197113,BU08551202,Armhoef Noord-Oost,Buurt,3060,1800,2.4830223880597,0.12851405622489959,3.4482758620689657,"",Armhoef Noord-Oost,5018,10,5.10914091384503,51.5641142662053
51.558772,5.1197113,BU08551203,Armhoef Zuid,Buurt,2440,1170,1.93990498812352,0.45,5,"",Armhoef Zuid,5018,10,5.10914091384503,51.5641142662053
51.558772,5.1197113,BU08551301,Jeruzalem Noord,Buurt,1600,660,1.4411764705882399,0.9346938775510204,8.695652173913043,"",Jeruzalem Noord,5018,10,5.10914091384503,51.5641142662053
51.558772,5.1197113,BU08551302,Jeruzalem Zuid,Buurt,2830,920,1.56011673151751,"",0,"",Jeruzalem Zuid,5018,10,5.10914091384503,51.5641142662053
51.558772,5.1197113,BU08553001,Moerenburg,Buurt,"","",2.3568181818181801,"",80,"",Moerenburg,5018,10,5.10914091384503,51.5641142662053
51.558772,5.1197113,BU08553102,Koningshoeven,Buurt,2410,1290,2.2421052631578902,"",0,"",Koningshoeven,5018,10,5.10914091384503,51.5641142662053
51.558772,5.1197113,BU08556202,Buitengebied Zuid-Oost,Buurt,"","",2.2166666666666699,"",0,"",Buitengebied Zuid-Oost,5018,10,5.10914091384503,51.5641142662053
